segment,timestamp,longitude,latitude,altitude,horizontal accuracy,vertical accuracy,speed,speed accuracy,course,course accuracy
1,2025-10-14T07:04:14.490266Z,-2.2142365571387943,51.319781265789764,28.09902572631836,20.974190763973315,24.0,2.130000114440918,3.0899999141693115,266.1328125,66.57500131189485
1,2025-10-14T07:04:15.999264Z,-2.2144628206468813,51.320058327102245,56.40774154663086,7.283658606071462,12.0,4.380000114440918,2.8499999046325684,304.453125,38.767668785561305
1,2025-10-14T07:04:16.999261Z,-2.214489362194487,51.32007654861528,59.05654525756836,5.730045695583295,12.0,0.1899999976158142,0.8999999761581421,-1.0,-1.0
1,2025-10-14T07:04:17.999259Z,-2.2144447546472907,51.32007028446655,57.44344711303711,9.007925502801843,12.0,0.20000000298023224,0.7599999904632568,-1.0,-1.0
1,2025-10-14T07:04:18.999257Z,-2.2144333552589774,51.32006160919677,55.18001937866211,8.615358259167538,12.0,0.38999998569488525,1.2000000476837158,173.3203125,87.18894252891104
1,2025-10-14T07:04:19.999254Z,-2.2144253924509645,51.32005523895036,54.40572738647461,8.464674792218577,12.0,0.38999998569488525,0.7400000095367432,166.640625,84.88287941981797
1,2025-10-14T07:04:21.001061Z,-2.2144247218987108,51.32005100608926,49.08816146850586,7.178785546747623,8.0,0.15000000596046448,0.7400000095367432,-1.0,-1.0
1,2025-10-14T07:04:22.001032Z,-2.2144268173745036,51.32004928779911,47.59713363647461,4.161300115860679,6.0,0.15000000596046448,0.7200000286102295,-1.0,-1.0
1,2025-10-14T07:04:23.000993Z,-2.214430253954804,51.3200497907133,46.13644027709961,3.603672351837607,6.0,0.0,0.7599999904632568,-1.0,-1.0
1,2025-10-14T07:04:24.000954Z,-2.214427320288694,51.3200558675931,45.18770980834961,3.8962023152208487,6.0,1.2799999713897705,0.9800000190734863,39.7265625,44.22277012092124
1,2025-10-14T07:04:25.000911Z,-2.21442614682225,51.32005947181146,44.78091049194336,3.877876965229292,6.0,0.0,0.9800000190734863,47.4609375,94.896954441243
1,2025-10-14T07:04:26.000863Z,-2.214428493755138,51.32005968135904,44.70956039428711,3.5355339059327373,4.0,0.23000000417232513,0.7599999904632568,55.8984375,88.19045316691
1,2025-10-14T07:04:27.000825Z,-2.2144284937551384,51.32005968135936,44.70956045947969,4.748651530191761,5.372485917584752,0.23000000417232513,0.8497058207875171,-1.0,-1.0
1,2025-10-14T07:04:28.000786Z,-2.2144284937551384,51.32005968135936,44.70956045947969,4.748651530191761,4.029364438188563,0.0,1.0733126052094923,-1.0,-1.0
1,2025-10-14T07:04:34.000571Z,-2.2144475206753373,51.320057585883575,42.57845694385469,4.748651530191761,4.029364438188564,0.0,1.0621322759843963,-1.0,-1.0
1,2025-10-14T07:04:39.000395Z,-2.2144304215928674,51.32006441713466,46.08095938619226,4.748651530191761,4.029364438188564,0.3799999952316284,1.2745587311812756,-1.0,-1.0
1,2025-10-14T07:04:46.000214Z,-2.214412400501048,51.32006827281012,45.508144445717335,4.748651530191762,4.029364438188565,0.0,0.8161648331122292,-1.0,-1.0
1,2025-10-14T07:04:47.000193Z,-2.2143653595096144,51.32001471993404,39.717723603360355,8.107284864876629,3.985626308457378,0.06389016489781432,1.0214192339534562,-1.0,-1.0
1,2025-10-14T07:04:48.000172Z,-2.2143760344629135,51.32000627417523,39.638667825609446,4.991722343343288,3.0,0.0,1.1602575812533455,-1.0,-1.0
1,2025-10-14T07:04:55.000056Z,-2.2144082177422995,51.320002850558886,38.164534891955554,6.582585330982102,4.606217403640765,0.07207192417726124,0.43649529340668597,-1.0,-1.0
1,2025-10-14T07:04:59.000003Z,-2.214382189743285,51.32000641902903,37.9125005165115,6.684955078300467,4.3967313960515595,0.08924100483663486,0.8921915766861285,-1.0,-1.0
1,2025-10-14T07:05:03.999947Z,-2.21436931816543,51.320002327989144,37.83793259318918,9.097853714743078,6.146612478401509,0.22733508494562918,0.5550992030304002,10.512604652507223,180.0
1,2025-10-14T07:05:05.999927Z,-2.2143422442681495,51.32001502765055,37.962932204827666,9.878418107975282,5.436301108114115,0.12125969719878649,1.2035069316758749,-1.0,-1.0
1,2025-10-14T07:05:06.999918Z,-2.21432921746804,51.320024531032495,38.0412208782509,10.796908859631534,5.834954293846091,0.0,0.41002196258423523,-1.0,-1.0
1,2025-10-14T07:05:09.999891Z,-2.214316059993811,51.32003131579196,37.68384361080825,11.639639985690906,6.019676635442974,0.04785018944330983,0.7632328586085132,-1.0,-1.0
1,2025-10-14T07:05:12.999867Z,-2.2143072176564242,51.32002250300484,37.66922738030553,11.769018940321315,5.652411980635999,0.15845233900347447,1.2640822225947284,-1.0,-1.0
1,2025-10-14T07:05:14.999851Z,-2.2143190024963957,51.32002993456982,37.87235699314624,11.685515221695491,5.682827037153576,0.23309718301851393,1.2793879006780184,-1.0,-1.0
1,2025-10-14T07:05:18.999822Z,-2.214334898292896,51.320033987920425,38.24327179975808,12.276528057633366,5.912370267334951,0.18067893342266886,1.1433694698228438,-1.0,-1.0
1,2025-10-14T07:05:21.999802Z,-2.214358150952554,51.32003117656148,38.195670837536454,12.263294369822512,5.844920893469483,0.09561169150176013,1.172104994579191,-1.0,-1.0
1,2025-10-14T07:05:24.999782Z,-2.2143591476605056,51.32004016744845,38.30310842581093,11.845904844245702,5.927335879129107,0.0,0.7595468514854125,-1.0,-1.0
1,2025-10-14T07:05:30.999745Z,-2.2143712594501728,51.320030972653036,38.44105783943087,12.67949010615594,6.374386733777602,0.8610002667711372,1.0123441280145267,193.67222803064064,93.46899096953287
1,2025-10-14T07:05:32.999734Z,-2.2143694993570593,51.32002928465918,38.40431077964604,7.244300930978022,7.009400936686461,0.0,0.3080157138848601,-1.0,-1.0
1,2025-10-14T07:05:34.999723Z,-2.2143759678600374,51.32004163622132,38.544791425578296,13.479970375604116,7.146362236936766,0.0,0.4193236867266124,-1.0,-1.0
1,2025-10-14T07:05:36.999711Z,-2.2143718220563393,51.32005125278845,38.345419014804065,13.937683541237575,7.634329454596817,0.06504568032658886,0.637111143206276,-1.0,-1.0
1,2025-10-14T07:05:42.999678Z,-2.2143550497354494,51.32005329804523,38.39635183941573,14.671539281874074,6.815376548005327,0.3037169150955084,1.1792077006400445,-1.0,-1.0
1,2025-10-14T07:05:45.999662Z,-2.2143638601189934,51.32006655800835,38.52580949291587,16.159513540194432,8.772654908471106,0.0,0.3080157138848601,-1.0,-1.0
1,2025-10-14T07:05:49.999640Z,-2.214377060172106,51.32006300127276,38.39059850759804,17.028432060032344,9.941332944634429,0.1994419735251841,0.5563040246099878,-1.0,-1.0
1,2025-10-14T07:05:54.999615Z,-2.2143938478487,51.32007303799956,38.011321294121444,17.032266731432145,9.530335584208956,0.20406753489381096,1.274173911495147,-1.0,-1.0
1,2025-10-14T07:05:59.999588Z,-2.2143779604585188,51.32006949982041,37.707777610979974,18.246471052018787,8.479546338860116,0.0,0.5430488942790048,-1.0,-1.0
1,2025-10-14T07:06:02.999573Z,-2.21435983493772,51.32007483009787,37.66149484924972,18.316900736513613,8.96768419893591,0.04275165189466013,0.4562529268337297,-1.0,-1.0
1,2025-10-14T07:06:06.999553Z,-2.2143694893323307,51.320067597762815,37.77196624875069,17.280638159187014,8.652588024614381,0.1306171939692891,1.2658323574262216,-1.0,-1.0
1,2025-10-14T07:06:07.999547Z,-2.2143757395278385,51.320057339658526,37.7024955926463,16.713987536707016,8.586449986443167,0.07127346702074756,0.6875960997191799,-1.0,-1.0
1,2025-10-14T07:06:09.999537Z,-2.2143816821417035,51.320044771412576,38.11669412907213,15.899937540322204,8.149336012841033,0.07683228893264277,1.1795089713686586,-1.0,-1.0
1,2025-10-14T07:06:10.999532Z,-2.2143916409543962,51.32003789440607,37.99550218228251,15.647404470201986,7.9640123863163135,0.0,1.1739829613239448,-1.0,-1.0
1,2025-10-14T07:06:14.999512Z,-2.2144020795128765,51.32003614345152,37.51780994795263,14.485142434072015,7.5443227875599534,0.43468898739587153,1.1891260481382142,-1.0,-1.0
1,2025-10-14T07:06:15.999507Z,-2.214403598488415,51.32004700431445,37.623877950944006,14.18611202901465,7.434602113199177,0.3181871118969152,1.178183186639969,-1.0,-1.0
1,2025-10-14T07:06:16.999502Z,-2.2144095044762846,51.32003719733508,37.67961304448545,13.917615304836392,7.1568184799783925,0.05637128332034889,1.2804873091420144,-1.0,-1.0
1,2025-10-14T07:06:18.999491Z,-2.2144303726160146,51.32004137446687,38.17988093663007,13.350618745378865,6.90579368221737,0.7976900430956352,1.2752693604040428,304.8504339658338,126.47279459822616
1,2025-10-14T07:06:19.999487Z,-2.214450466762245,51.32005266477759,37.9037078442052,13.043281231648091,6.560622542643155,0.8032016962415016,1.2807987587804859,323.013604498186,129.20824242863839
1,2025-10-14T07:06:21.999477Z,-2.214469599727805,51.320055386847514,37.67648882418871,12.552713544818292,6.155016072189181,0.4556113712665724,1.3085893625183442,-1.0,-1.0
1,2025-10-14T07:06:27.000073Z,-2.2144701337950723,51.320059912076275,37.362386578693986,11.515390660078362,5.841186708628013,0.0,0.3080157138848601,-1.0,-1.0
1,2025-10-14T07:06:30.000081Z,-2.2144838522519454,51.32006469274823,37.53942217119038,10.822859490548614,5.470244021966514,0.36354775211910606,1.1941083548412024,-1.0,-1.0
1,2025-10-14T07:06:36.000095Z,-2.214474591450465,51.3200728350886,38.24647053144872,9.958508812189171,7.37207979734352,0.17754206666035482,1.3813898397496003,309.8159173166049,180.0
1,2025-10-14T07:06:39.000090Z,-2.214471436872011,51.32008162985387,37.94996938761324,9.959265554419623,5.096670622359314,0.3112572794979899,1.605380145484543,309.81591808380654,180.0
